sub_forum_id,sub_forum_name,base_url,description,topics_count,posts_count,last_active_datetime_str,last_active_by,last_post_id
227,THE MAGIC MENU - The International Journal for Close-Up Magicians,https://www.themagiccafe.com/forums/viewforum.php?forum=227&187,Topics and discussions pertaining to the contents of the Magic Menu magazine. All other subject matter will be deleted.,17,187,5/31/2011 16:43,bsears,7089598
170,Scott's Thoughts - by Scott Wells,https://www.themagiccafe.com/forums/viewforum.php?forum=170&43,"Theories, thoughts, observations, opinions and reviews on myriad magical subjects.",19,43,9/7/2010 2:19,Scott Wells,6735994
70,Books/Pamphlets/Notes,https://www.themagiccafe.com/forums/viewforum.php?forum=70&20,A cover to cover look...,20,20,9/25/2007 2:57,Steve Brooks,5226495
311,The Essential Magic Conference,https://www.themagiccafe.com/forums/viewforum.php?forum=311&246,The Essential Magic Conference is the world’s first web conference for magicians. 33 speakers spread over 3 days of conference streamed live worldwide! This forum is for discussions relating to the EMC only - All other content will be removed.,21,246,3/20/2025 5:56,MagicByVincent,9955170
390,Taco Tuesday For Magicians with Luke Dancy (Watch LIVE every Tuesday night at 8:30pm EST!),https://www.themagiccafe.com/forums/viewforum.php?forum=390&30,"Get your weekly dose of magic news, a detailed look at the best handpicked magic tricks and your chance to win FREE MAGIC just for tuning in. Join the fun live each week on the All Things Magic YouTube channel and Facebook page. Catch the replay from each week's show right here!",25,30,10/23/2024 20:32,Luke Dancy,9932033
231,MAGICSEEN - Britain's brightest independent magic magazine,https://www.themagiccafe.com/forums/viewforum.php?forum=231&104,This area provided for topics and discussions pertaining to the contents of magicseen magazine. All off topic material will be deleted.,27,104,6/19/2024 10:07,maxxmagic,9913714
294,The Magic Newswire by Dodd Vickers,https://www.themagiccafe.com/forums/viewforum.php?forum=294&267,"The Original Magic News & Information Portal On The Internet now has its very own discussion forum here on the Café. Do you have a question for Dodd, this is the place to post it. This area is for Magic Newswire topics only, all other material will be removed. Look inside for all the details!",32,267,2/24/2025 19:44,Jerry,9950299
183,Do you see what I see?,https://www.themagiccafe.com/forums/viewforum.php?forum=183&249,"Serious discussions on the theatrical art and performance of pantomime, mimicry and general mime. Topics include history, inspiration and technique.",32,249,2/7/2022 22:33,stevevoltz,9738385
68,DVD/Video tape scene,https://www.themagiccafe.com/forums/viewforum.php?forum=68&33,My take on the newest titles...,33,33,1/30/2012 5:14,Steve Brooks,7405381
228,ANTINOMY - Perception & Deception,https://www.themagiccafe.com/forums/viewforum.php?forum=228&445,Discussions pertaining to the tricks and articles which appear between the covers of this magical tome. Off-topic postings will be removed.,35,445,9/29/2024 20:45,Recoplon,9928787
168,The Return Of The (not so) Youthful Curmudgeon! - by Paul Chosse,https://www.themagiccafe.com/forums/viewforum.php?forum=168&47,"Comments on the magic scene, past, present, and future. Plus: Close-up magic with just about anything. How-to, how not to, and why. In either case, you ought to bother...",42,47,2/20/2021 21:09,P.Jane,9655558
387,SansMinds Magic,https://www.themagiccafe.com/forums/viewforum.php?forum=387&2113,"This forum dedicated to discussions surrounding the SansMinds magic company and its unique line of magical creations. Topics may include history, collections, tricks, video's, etc. If you are a SansMinds fan then this is the forum for you!",42,2113,12/22/2024 21:43,LeoTheJet,9940505
252,Friend of a Friend,https://www.themagiccafe.com/forums/viewforum.php?forum=252&803,"The exploration and discussion centering around Urban Legends. All other subject matter (e.g, frauds, hoaxes, etc) will be removed.",43,803,5/9/2025 11:48,Slim King,9962160
173,Notes from a Designer's Logbook - by George Ledo,https://www.themagiccafe.com/forums/viewforum.php?forum=173&88,"Thoughts, ideas, and essays on imagination, creativity, prop design, and stagecraft... along with some techniques from the wonderful world of theater.",46,88,5/6/2025 17:44,smithart,9961862
259,Tenyo Elite,https://www.themagiccafe.com/forums/viewforum.php?forum=259&1660,This forum reserved for discussions surrounding the Tenyo Elite line of magic tricks which are produced by JPS Magic Studios Ltd. Which tricks will be produced? What are your personal favorites? Tenyo fans rejoice!,52,1660,10/9/2022 14:12,Magic Dust,9788552
219,Enhancing Your Ability to Work Wonders - by Brad Burt,https://www.themagiccafe.com/forums/viewforum.php?forum=219&58,Essays on the Art and Craft of Being a Magician,57,58,7/31/2012 16:24,Brad Burt,7632702
171,From The Wizards Cave - by Bill Palmer,https://www.themagiccafe.com/forums/viewforum.php?forum=171&140,Our resident curmudgeon applies his wizardly wiles to work out problems in everything from ethics to history to indigestion.,57,140,10/8/2006 7:07,Bill Palmer,4749209
239,I.B.M. Youth,https://www.themagiccafe.com/forums/viewforum.php?forum=239&193,"I.B.M. Youth! This forum is for the discussion of topics involving the I.B.M. Youth. Posts may include questions about joining, events, etc. Remember, I.B.M. Youth subject matter only.",65,193,9/4/2023 22:52,om_darji,9858436
185,"Rectangles and pentagons and squares, oh my!",https://www.themagiccafe.com/forums/viewforum.php?forum=185&445,"This forum is for the discussion of the ancient art of Origami. Originating in Japan, the art and science of folding paper into shapes and its relationship with mathematics is a fascinating study.",70,445,4/21/2024 0:12,Ba Ba Booey,9904186
322,VANISH - The International Magic Magazine,https://www.themagiccafe.com/forums/viewforum.php?forum=322&208,Topics and discussions relating to the pages of this electronic magazine. All other subject matter will be removed.,96,208,7/12/2024 0:54,Nat,9917339
38,Announcements (Please Read),https://www.themagiccafe.com/forums/viewforum.php?forum=38&1624,Check here for news and information concerning the Café.,103,1624,3/31/2025 4:34,Steve Brooks,9956854
310,MINDvention,https://www.themagiccafe.com/forums/viewforum.php?forum=310&987,MINDvention is THE annual mentalism convention held in Las Vegas open to anyone interested in mystery entertainment and mentalism. This forum is dedicated to discussions related to the MINDvention convention - all other content will be removed.,109,987,5/3/2025 14:53,John C,9961548
358,The Shift: Picks of the Week by Chris Ramsay,https://www.themagiccafe.com/forums/viewforum.php?forum=358&374,"The Shift is a mash-up of product testing, sessioning and whatever else there is to do! Chris Ramsay delivers not only an in depth opinion on his two picks of the week but tests them out on the streets! He'll also bring you guys along for any conventions, jams or lectures that he attends! Look Inside!",110,374,6/24/2020 9:09,SuitableSID,9584355
211,The Society of American Magicians Youth,https://www.themagiccafe.com/forums/viewforum.php?forum=211&444,"The Society of American Magicians Youth! This forum is for the discussion of topics involving the S.A.M.Y. Posts may include questions about joining, events, etc. Remember, S.A.M.Y. subject matter only.",117,444,9/28/2022 23:21,Russo,9786487
105,Helping hands,https://www.themagiccafe.com/forums/viewforum.php?forum=105&1079,"Discussions on the use of assistants in our shows, be they on the payroll or taken from the audience. This area is also the place where professional assistants may gather to discuss the craft.",118,1079,2/14/2022 8:48,Rodentia,9740438
71,Tricks & Accessories,https://www.themagiccafe.com/forums/viewforum.php?forum=71&118,"In your show, or in a drawer?",118,118,9/25/2022 9:11,Steve Brooks,9785808
191,Betchas,https://www.themagiccafe.com/forums/viewforum.php?forum=191&1410,"This forum dedicated to the discussion of bar bets, tricks, stunts and other silly wagers.",131,1410,8/23/2024 14:16,Steven Conner,9923244
275,APPearing Soon...,https://www.themagiccafe.com/forums/viewforum.php?forum=275&2496,"This forum provided as a place where folks can discuss the latest rumors, read announcements and speculate about the obvious hyperbole surrounding many of the upcoming APP products that are being released for the Apple iPhone, iPad, iTouch and various Android based devices. Will they be useful for real magicians or just a novelty best left for the layperson?",141,2496,5/19/2025 6:22,simplymagicweb,9963475
237,The Science of Magic,https://www.themagiccafe.com/forums/viewforum.php?forum=237&1493,"Magic and science working side by side. What are the possibilities? Discussions may also include how scientific principles have fooled the uneducated since the dawn of time. How have times changed, if at all? This is the forum for such topics.",153,1493,5/23/2025 0:39,Frank Yuen,9963970
274,APPealing or APPalling?,https://www.themagiccafe.com/forums/viewforum.php?forum=274&2620,"This area is specifically for reviews of APPS for the Apple iPhone, iPad, iTouch and various Android based devices. Remember, reviews only. All other subject matter will be removed.",153,2620,5/22/2025 11:52,AritraB,9963865
336,The Card Studio,https://www.themagiccafe.com/forums/viewforum.php?forum=336&487,"Thinking about creating your own deck? This forum is for you! Serious discussions on playing card design, crowd funding, printing sources, marketing, etc.",153,487,4/13/2025 15:33,Daniel Ulzen,9958895
108,Time after time,https://www.themagiccafe.com/forums/viewforum.php?forum=108&3237,"Discussions on the importance of practice and rehearsal, and the difference between the two. Topics may include discipline, and advice or tips on forming good working habits in this important area.",168,3237,2/27/2025 5:42,smithart,9950845
175,Magic Friday by Jamie D. Grant,https://www.themagiccafe.com/forums/viewforum.php?forum=175&207,"Every Friday a trick is taken out into the real world and performed under test conditions. Join Jamie, Angry Bob and all the rest as we learn which tricks really work and which ones just don't live up to all the hype. Look inside for full details!",173,207,6/10/2013 0:04,Jamie D. Grant,7989831
133,For the record,https://www.themagiccafe.com/forums/viewforum.php?forum=133&1601,"This forum is for topics and discussions related to the history and origins of various sleights, moves, and handlings.",178,1601,3/31/2025 0:04,motown,9956824
242,Periods & styles of Magic,https://www.themagiccafe.com/forums/viewforum.php?forum=242&2004,This forum is for specific discussions surrounding various Time Periods and Character Based Magic performing.,180,2004,5/13/2025 1:20,critter,9962600
189,"Pardon me, sir...",https://www.themagiccafe.com/forums/viewforum.php?forum=189&1777,Discussions pertaining to the art and practice of theatrical pickpocketing and the classic watch steal.,239,1777,8/13/2024 3:26,Dannydoyle,9921730
100,Seeing is believing,https://www.themagiccafe.com/forums/viewforum.php?forum=100&1641,"Discussions on the use and properties of optical illusions, and how these lines and drawings fool the eye.",241,1641,4/14/2025 15:04,J M Talbot,9959026
97,Flavors from the past...,https://www.themagiccafe.com/forums/viewforum.php?forum=97&1637,"Reminisce about the dealers from days gone by and the products or advice they once offered, or perhaps just fond memories of those Saturday afternoons you spent hanging out in their shops.",245,1637,4/30/2025 2:25,Cristian Vidrascu,9961117
332,The Depository,https://www.themagiccafe.com/forums/viewforum.php?forum=332&828,"General discussions on the history of playing cards, preservation, care and maintenance & storing of your prized decks. This is also the place to talk about your collection & share photos with the community.",247,828,5/22/2025 20:23,obsidian52,9963941
225,MAGIC - The Magazine For Magicians,https://www.themagiccafe.com/forums/viewforum.php?forum=225&1737,"This forum provided for discussions and topics regarding the latest happenings, articles, etc. which appear within the pages of MAGIC magazine. All off-topic matter will be deleted.",265,1737,5/29/2023 1:13,Greg Kiefer,9838861
220,The Feminine Mystique,https://www.themagiccafe.com/forums/viewforum.php?forum=220&3073,"Serious discussions surrounding the problems and/or advantages of performing magic as a woman. For example, clothing issues with pulls, topits, holdouts, etc. Ladies, this area is provided especially for you!",297,3073,5/16/2025 16:20,critter,9963136
98,From Soup to Nuts,https://www.themagiccafe.com/forums/viewforum.php?forum=98&2325,"What do you look for when shopping for magic? What criteria do you use when deciding which dealer receives your hard earned cash, and why some may never hear from you again? This forum is NOT to discuss specific dealers, but rather the things they do that make you glad, or make you mad. Voice your ideas and thoughts here.",299,2325,3/23/2025 11:38,David Todd,9955673
236,REEL MAGIC MAGAZINE - TV For Magicians,https://www.themagiccafe.com/forums/viewforum.php?forum=236&2103,Topics and discussions surrounding this DVD based magic magazine. All off-topic matter will be removed with no explanation given.,299,2103,5/14/2025 21:59,critter,9962850
199,The tricks are on me!,https://www.themagiccafe.com/forums/viewforum.php?forum=199&4043,"This forum is for discussing the history and practice of Volunteering to perform for various groups for free (e.g, hospitals, nursing homes, fundraisers, etc). This is especially useful for beginners or those wanting to try out new material.",318,4043,5/10/2025 19:37,critter,9962321
161,Once upon a time...,https://www.themagiccafe.com/forums/viewforum.php?forum=161&2651,Magic routines presented in story form,325,2651,5/19/2025 4:27,motown,9963468
338,Hot off the Press!,https://www.themagiccafe.com/forums/viewforum.php?forum=338&822,"This forum provided as a place where you can discuss the latest rumors, read announcements and speculate about the obvious hyperbole surrounding many of the upcoming decks that are being released into the card community. Will they indeed be the next Federal 52 or something of the dollar store variety?",370,822,5/20/2025 8:39,Shawn Farquhar,9963591
204,The Big and the Small,https://www.themagiccafe.com/forums/viewforum.php?forum=204&2700,This area reserved for posts which deal in the specialty arena of tricks and effects using jumbo or miniature playing cards.,373,2700,5/3/2025 17:11,magicands,9961566
59,Let there be magic!,https://www.themagiccafe.com/forums/viewforum.php?forum=59&2489,"You have an idea you feel is commercial, now what do you do? Where do you sell it? How much do you ask? This forum is for the general discussion of magic publishing.",383,2489,4/19/2025 0:55,chappy,9959554
226,GENII - The Conjurors' Magazine,https://www.themagiccafe.com/forums/viewforum.php?forum=226&2238,Serious discussions and topics regarding the latest content found within the pages of GENII magazine. All other subject matter will be removed.,386,2238,5/20/2025 11:24,ljh21,9963595
48,Going for the 'Gold',https://www.themagiccafe.com/forums/viewforum.php?forum=48&3256,"Interested in magic competition? Here is the place to post discussions on possible strategies, what to expect, how to prepare, what to wear. Topics may include news and views on upcoming contests, etc.",397,3256,4/18/2024 13:50,mavibaz,9903712
112,Stage Illusions,https://www.themagiccafe.com/forums/viewforum.php?forum=112&5075,"This area for the review of large stage size illusions (e.g, Zig-Zag, Sawing, Origami, Mis-made Girl, Levitation, etc).",407,5075,12/30/2024 18:38,jimhlou,9941301
333,The Magic Word by Scott Wells,https://www.themagiccafe.com/forums/viewforum.php?forum=333&583,"Thru your host Scott Wells you will enjoy seeing the sights, watching the videos, and listen to podcasts with magicians talking about their magic, magic conventions and what's going on in the magic scene today. Look inside for full details!",412,583,3/25/2025 4:12,BAGWIZ,9955954
179,Clowning around,https://www.themagiccafe.com/forums/viewforum.php?forum=179&3883,"Discussions on the art and practice of being a clown. Topics include history, make-up, costumes, funny props, face painting and more. This is also the area to discuss general circus life, history, lingo, etc.",505,3883,5/25/2025 21:19,Shorty,9964356
208,The Association of Family and Kidshow Performers,https://www.themagiccafe.com/forums/viewforum.php?forum=208&4339,"This forum is for the discussion of topics involving KIDabra International. Posts may include questions about joining, chapter meetings, lectures, conference information and the like. Remember, KIDabra subject matter only.",522,4339,1/22/2025 1:49,Russo,9944275
135,A turn of the page,https://www.themagiccafe.com/forums/viewforum.php?forum=135&4328,"This area dedicated to discussions on the history and origins of magic literature, including books, manuscripts, monographs, magazines and the like.",536,4328,5/16/2025 2:14,smithart,9963072
289,The Wizard Magic Review,https://www.themagiccafe.com/forums/viewforum.php?forum=289&9448,"Are you a fan of the Wizard Magic Review? If so, you'll be happy to know that this is the official forum to discuss all the things that are reviewed on the show. Remember, only Wizard magic Review material, anything else will be removed. Look inside for all the details!",559,9448,5/21/2025 20:16,gtx magic,9963794
106,The words we use,https://www.themagiccafe.com/forums/viewforum.php?forum=106&6795,This area is to discuss ideas for Patter and the use of Scripts in our magical presentations.,596,6795,5/15/2025 14:29,critter,9962949
207,Canadian Association of Magicians!,https://www.themagiccafe.com/forums/viewforum.php?forum=207&3835,"This forum is for the discussion of topics involving the C.A.M. Posts may include questions about joining, club meetings, lectures, convention information and the like. Remember, C.A.M. subject matter only.",601,3835,5/19/2025 16:11,Doug Arden,9963530
66,"What happened, was this...",https://www.themagiccafe.com/forums/viewforum.php?forum=66&4879,"A place to tell stories and experiences from shows, tours or performances you have done. No questions, advice, or theories...just stories!",622,4879,5/23/2025 14:40,Pete Legend,9964028
192,Step right up!,https://www.themagiccafe.com/forums/viewforum.php?forum=192&6507,"The art and practice of the pitch. Discussions and topics on selling the Wondermouse, Svengali decks, fuzzy worms, steak knifes, candy, etc.",637,6507,9/22/2024 13:58,Frosty,9927680
190,"If right you win, if wrong you lose...",https://www.themagiccafe.com/forums/viewforum.php?forum=190&7189,"Serious discussions on Three Card Monte, Fast and Loose, The Shell Game and other such scams.",639,7189,5/2/2025 13:20,Mr. Bones,9961416
130,Everything old is new again,https://www.themagiccafe.com/forums/viewforum.php?forum=130&6491,"Discussions on the history and origins of tricks & effects, props, apparatus, gimmicks and the like.",667,6491,2/26/2025 20:19,Jason Palter,9950783
198,The Fellowship of Christian Magicians!,https://www.themagiccafe.com/forums/viewforum.php?forum=198&5189,"This forum is for the discussion of topics involving the FCM. Posts may include questions about joining, club meetings, lectures, convention information and the like. Remember, FCM subject matter only.",698,5189,5/15/2025 10:52,Russo,9962918
12,Lights...camera...action!,https://www.themagiccafe.com/forums/viewforum.php?forum=12&4138,"Topics covering performing on television, video, film, radio, and other media.",703,4138,3/3/2025 12:12,Slim King,9951737
107,The clothes we wear,https://www.themagiccafe.com/forums/viewforum.php?forum=107&8367,"Discussions on proper attire, and how your wardrobe may affect the way in which your audience perceives you. Topics may include types of dress, be it formal wear, contemporary, retro, etc.",708,8367,5/10/2025 4:36,smithart,9962263
52,Magic...at a moment's notice!,https://www.themagiccafe.com/forums/viewforum.php?forum=52&16214,"Often, out of the blue, you are requested to perform. Are you prepared? What do you do? This area is to discuss the keen art of 'Impromptu' and 'Improvisational' magic.",722,16214,5/17/2025 0:44,Wravyn,9963198
99,Magical equations,https://www.themagiccafe.com/forums/viewforum.php?forum=99&6497,Discussions on the use of magic effects that rely on properties of arithmetic for success. Topics may also include magic squares and the like.,757,6497,4/23/2025 10:30,MacIrish,9960192
273,APPS-alutely,https://www.themagiccafe.com/forums/viewforum.php?forum=273&9153,"This area reserved for the discussion of APPS for the Apple iPhone, iPad, iTouch and various Android based devices. All other subject matter will be removed.",774,9153,4/17/2025 16:40,Praterzauber,9959362
95,What's Cooking?,https://www.themagiccafe.com/forums/viewforum.php?forum=95&817,"Look here to learn about the latest products, contests and special offers that our Cafe sponsors are offering inside!",817,817,3/30/2025 20:12,Steve Brooks,9956800
197,The Society of American Magicians!,https://www.themagiccafe.com/forums/viewforum.php?forum=197&3946,"This forum is for the discussion of topics involving the S.A.M. Posts may include questions about joining, club meetings, lectures, convention information and the like. Remember, S.A.M. subject matter only.",821,3946,4/19/2025 14:53,Rainboguy,9959634
177,Right or Wrong?,https://www.themagiccafe.com/forums/viewforum.php?forum=177&24102,"Thoughts and discussions pertaining to the generally accepted rules and standards of conduct as it relates to members of the magic industry who create, manufacture or publish. This forum is all about Ethics.",891,24102,4/26/2025 13:22,lekin,9960682
45,We double dare you!,https://www.themagiccafe.com/forums/viewforum.php?forum=45&6943,"Are you creative? This is the place to post ideas on presentation plots, no matter how silly, ridiculous, preposterous, or mundane. Remember, presentations-not methods.",975,6943,4/14/2025 17:41,smithart,9959060
73,Pasteboard Frolics,https://www.themagiccafe.com/forums/viewforum.php?forum=73&11736,You take card flourishes seriously? Are you really into XCM? Do you see yourself as part of the Cardistry crowd? Then this is the forum for you!,984,11736,1/21/2025 2:52,smithart,9944184
337,Deck the Halls,https://www.themagiccafe.com/forums/viewforum.php?forum=337&1612,"This forum is strictly for the review of playing cards, card clips & other playing card related items. Is it a great product or simply more of the same? You decide. Any off topic material will be removed.",1007,1612,5/17/2025 20:49,smithart,9963300
61,Looking out for our own,https://www.themagiccafe.com/forums/viewforum.php?forum=61&10188,"Do you know of someone in the art who could use some words of encouragement right now? Perhaps they are ill, or have just lost a loved one? This is the forum to let our magic family at The Café help out.",1011,10188,5/24/2025 1:21,daffydoug,9964117
19,Oldies... but goodies!,https://www.themagiccafe.com/forums/viewforum.php?forum=19&5496,"Discussion on magic collecting (posters,autographs,old props,etc)",1019,5496,5/14/2025 7:21,Yash Pataskar,9962753
180,Catch this if you can!,https://www.themagiccafe.com/forums/viewforum.php?forum=180&8068,"General discussions on juggling, diabolo, devil sticks, yo-yo, unicycle, poi, meteors and the fine art of contact juggling.",1019,8068,12/13/2024 16:51,gallagher,9939230
206,All in the cards,https://www.themagiccafe.com/forums/viewforum.php?forum=206&12664,"This forum created for the discussion of tricks and effects which are pretty much self-working or extremely easy to do. (e.g, no sleights, semi-automatic, no skill).",1041,12664,5/15/2025 17:09,room412,9962976
34,Where to put it all...,https://www.themagiccafe.com/forums/viewforum.php?forum=34&12338,General discussions on prop management,1056,12338,4/12/2025 16:15,Brian Proctor,9958775
101,Puzzle me this...,https://www.themagiccafe.com/forums/viewforum.php?forum=101&12886,"This area dedicated to topics on puzzles that challenge the mind, be they Chinese boxes, blocks, metal and wire, discs, or even the famous Rubik's Cube.",1173,12886,4/8/2025 2:04,Jonathan Townsend,9958143
210,Paper money madness!,https://www.themagiccafe.com/forums/viewforum.php?forum=210&14179,"This area for discussions of tricks and effects using paper currency.(Misled, $100 Bill switch, Bill tube, etc)",1205,14179,5/18/2025 3:00,Magic Mark,9963333
9,Knots and loops,https://www.themagiccafe.com/forums/viewforum.php?forum=9&16989,General discussion on rope magic,1252,16989,5/25/2025 18:12,Levi Bennett,9964335
196,The International Brotherhood of Magicians!,https://www.themagiccafe.com/forums/viewforum.php?forum=196&7117,"This forum is for the discussion of topics involving the I.B.M. Posts may include questions about joining, club meetings, lectures, convention information and the like. Remember, I.B.M. subject matter only.",1271,7117,5/25/2025 18:34,MagicByVincent,9964337
134,Magicians of old,https://www.themagiccafe.com/forums/viewforum.php?forum=134&11102,"This forum dedicated specifically to the discussion of magicians from our magical past, including such greats as Robert-Houdin, Houdini, Blackstone, Thurston, Carter, Marlo, Vernon and others.",1297,11102,5/19/2025 4:35,motown,9963470
303,Mentally Speaking,https://www.themagiccafe.com/forums/viewforum.php?forum=303&27031,"This area is specifically for the review of mentalism related items. This can include props, Dvds, books, monographs, pamphlets, manuscripts, notes, eBooks, PDF's and downloads.",1304,27031,5/21/2025 7:15,corindaman,9963719
113,Magical Accessories,https://www.themagiccafe.com/forums/viewforum.php?forum=113&13369,"This area is for reviews of magical accessories such as wands, cases, topits, playing cards, etc. only.",1332,13369,5/23/2025 1:26,motown,9963978
20,Up in Smoke!,https://www.themagiccafe.com/forums/viewforum.php?forum=20&8955,"If you love to play with fire...Remember, this forum is for discussions on routines and possible presentational ideas for effects with fire - NOT methods or recipes for fuel mixtures.",1333,8955,3/24/2025 13:37,georgebd,9955815
205,Shuffled not Stirred,https://www.themagiccafe.com/forums/viewforum.php?forum=205&19595,This is the forum to discuss the art and practice of using stacks and other special arrangements of the pasteboards. Topics may include the use of marked cards and memorized deck work.,1432,19595,5/25/2025 22:52,drphil,9964365
201,Deckless!,https://www.themagiccafe.com/forums/viewforum.php?forum=201&20201,"Topics and discussions centering around tricks which do not use an entire deck of cards (e.g, a packet trick, torn & restored, card warp, etc).",1489,20201,5/25/2025 23:38,Dollarbill,9964369
258,Tenyo of Japan,https://www.themagiccafe.com/forums/viewforum.php?forum=258&18092,"This forum dedicated to discussions surrounding the Tenyo Magic company and its unique line of magical products. Topics may include history, collections, tricks, etc. If you are a Tenyo fan then this is the forum for you!",1493,18092,5/21/2025 19:40,wally,9963790
75,The marquee says...,https://www.themagiccafe.com/forums/viewforum.php?forum=75&5267,"Planning your vacation and want to catch a little magic along the way? Look inside! This is the area to announce show schedules, so other members will know who is playing where!",1585,5267,4/14/2025 1:44,Joe M. Turner,9958961
181,Ballooning 101,https://www.themagiccafe.com/forums/viewforum.php?forum=181&14574,"This forum dedicated to balloons and ballooning. Topics include technique, sculpture basics, types of balloons, etc.",1619,14574,5/8/2025 3:41,Dollarbill,9962043
22,You are getting sleepy...very sleepy...,https://www.themagiccafe.com/forums/viewforum.php?forum=22&28870,Serious discussions on the art and practice of Hypnosis.,1727,28870,3/21/2025 3:42,Ray Pierce,9955345
92,Street Magic,https://www.themagiccafe.com/forums/viewforum.php?forum=92&28272,Performing random acts of magic for a total stranger...,1851,28272,4/4/2025 15:42,imgic,9957574
24,Now that’s funny!,https://www.themagiccafe.com/forums/viewforum.php?forum=24&103553,General discussion on comedy magic,1872,103553,5/24/2025 1:57,robberry1,9964120
54,Smooth as silk,https://www.themagiccafe.com/forums/viewforum.php?forum=54&21006,"General discussion of magic with silks and handkerchiefs. Topics may include the caring of silks, folding, dyeing, etc.",1912,21006,5/16/2025 19:14,David Todd,9963156
182,I'm a real boy!,https://www.themagiccafe.com/forums/viewforum.php?forum=182&23881,"Discussions on ventriloquism and the art of making and using puppets. Topics include vent techniques, voice training, types of  dolls, using marionettes, Punch & Judy,  story scripting and more!",2019,23881,5/20/2025 21:01,Russo,9963655
16,The Good News!,https://www.themagiccafe.com/forums/viewforum.php?forum=16&22468,Topics on the art of gospel magic.,2056,22468,5/24/2025 4:09,daffydoug,9964132
40,I want to see the manager!,https://www.themagiccafe.com/forums/viewforum.php?forum=40&9753,Do you have an idea or suggestion for our menu? Or just a question? Post it here,2261,9753,5/7/2025 23:01,ed rhodes,9962027
62,Magic names and the media,https://www.themagiccafe.com/forums/viewforum.php?forum=62&29674,"General discussions concerning the stars of magic. Topics may include reviews or commentary on tv specials, personal appearances, tour schedules, radio interviews, etc.",2372,29674,5/25/2025 20:31,drmagic,9964354
188,The Gambling Spot,https://www.themagiccafe.com/forums/viewforum.php?forum=188&43074,"History, theory and ideas surrounding the mysterious world of the unscrupulous gambler. Topics may include card cheating, card counters, advantage players, etc.  Strategies, theories and schemes for winning at Poker, BlackJack, Slots, Roulette, Craps and other casino games.",2459,43074,5/25/2025 21:41,Marcello Karamello,9964357
13,Polly wants a cracker...,https://www.themagiccafe.com/forums/viewforum.php?forum=13&27786,"General discussion on using and caring for doves, rabbits, parrots and other livestock.",2698,27786,3/13/2025 22:19,TrickyRicky,9953888
11,F/X,https://www.themagiccafe.com/forums/viewforum.php?forum=11&27129,"Discussions on the use of lights, music, sound, fog, backdrops, etc.",2803,27129,4/18/2025 22:31,Carl Andrews,9959542
159,"Ebooks, PDF's or Downloads",https://www.themagiccafe.com/forums/viewforum.php?forum=159&33775,"This area for reviews of Ebooks, PDF's or Downloads exclusively.",2843,33775,5/25/2025 17:48,dbootcheck,9964334
36,Did you hear the latest?,https://www.themagiccafe.com/forums/viewforum.php?forum=36&30120,"Discussions on the latest news, gossip and rumors in the magic community.",2885,30120,5/23/2025 17:22,ThomasJ,9964048
